,Bundesland,Landkreis,Altersgruppe,Geschlecht,AnzahlFall,AnzahlTodesfall,Meldedatum,NeuerFall,date
16486,Baden-Württemberg,LK Tübingen,A15-A34,M,1,0,1584835200000,0,22-03-2020
16487,Baden-Württemberg,LK Tübingen,A15-A34,M,3,0,1584921600000,0,23-03-2020
16488,Baden-Württemberg,LK Tübingen,A15-A34,M,25,0,1585008000000,0,24-03-2020
16489,Baden-Württemberg,LK Tübingen,A15-A34,M,10,0,1585094400000,1,25-03-2020
16490,Baden-Württemberg,LK Tübingen,A15-A34,unbekannt,1,0,1584230400000,0,15-03-2020
16491,Baden-Württemberg,LK Tübingen,A15-A34,W,1,0,1582588800000,0,25-02-2020
16492,Baden-Württemberg,LK Tübingen,A15-A34,W,1,0,1583884800000,0,11-03-2020
16493,Baden-Württemberg,LK Tübingen,A15-A34,W,1,0,1583971200000,0,12-03-2020
16494,Baden-Württemberg,LK Tübingen,A15-A34,W,4,0,1584057600000,0,13-03-2020
16495,Baden-Württemberg,LK Tübingen,A15-A34,W,6,0,1584230400000,0,15-03-2020
16496,Baden-Württemberg,LK Tübingen,A15-A34,W,1,0,1584403200000,0,17-03-2020
16497,Baden-Württemberg,LK Tübingen,A15-A34,W,2,0,1584489600000,0,18-03-2020
16498,Baden-Württemberg,LK Tübingen,A15-A34,W,2,0,1584576000000,0,19-03-2020
16499,Baden-Württemberg,LK Tübingen,A15-A34,W,1,0,1584748800000,0,21-03-2020
16500,Baden-Württemberg,LK Tübingen,A15-A34,W,1,0,1584835200000,0,22-03-2020
16501,Baden-Württemberg,LK Tübingen,A15-A34,W,1,0,1584835200000,1,22-03-2020
16502,Baden-Württemberg,LK Tübingen,A15-A34,W,5,0,1584921600000,0,23-03-2020
16503,Baden-Württemberg,LK Tübingen,A15-A34,W,27,0,1585008000000,0,24-03-2020
16504,Baden-Württemberg,LK Tübingen,A15-A34,W,3,0,1585008000000,1,24-03-2020
16505,Baden-Württemberg,LK Tübingen,A15-A34,W,3,0,1585094400000,1,25-03-2020
16506,Baden-Württemberg,LK Tübingen,A35-A59,M,1,0,1582675200000,0,26-02-2020
16507,Baden-Württemberg,LK Tübingen,A35-A59,M,1,0,1583539200000,0,07-03-2020
16508,Baden-Württemberg,LK Tübingen,A35-A59,M,2,0,1583884800000,0,11-03-2020
16509,Baden-Württemberg,LK Tübingen,A35-A59,M,2,0,1583971200000,0,12-03-2020
16510,Baden-Württemberg,LK Tübingen,A35-A59,M,8,0,1584057600000,0,13-03-2020
16511,Baden-Württemberg,LK Tübingen,A35-A59,M,3,0,1584230400000,0,15-03-2020
16512,Baden-Württemberg,LK Tübingen,A35-A59,M,3,0,1584316800000,0,16-03-2020
16513,Baden-Württemberg,LK Tübingen,A35-A59,M,4,0,1584403200000,0,17-03-2020
16514,Baden-Württemberg,LK Tübingen,A35-A59,M,3,0,1584576000000,0,19-03-2020
16515,Baden-Württemberg,LK Tübingen,A35-A59,M,3,0,1584748800000,0,21-03-2020
16516,Baden-Württemberg,LK Tübingen,A35-A59,M,-1,0,1584921600000,-1,23-03-2020
16517,Baden-Württemberg,LK Tübingen,A35-A59,M,4,0,1584921600000,0,23-03-2020
16518,Baden-Württemberg,LK Tübingen,A35-A59,M,24,0,1585008000000,0,24-03-2020
16519,Baden-Württemberg,LK Tübingen,A35-A59,M,5,0,1585008000000,1,24-03-2020
16520,Baden-Württemberg,LK Tübingen,A35-A59,M,11,0,1585094400000,1,25-03-2020
16521,Baden-Württemberg,LK Tübingen,A35-A59,W,3,0,1583798400000,0,10-03-2020
16522,Baden-Württemberg,LK Tübingen,A35-A59,W,2,0,1583884800000,0,11-03-2020
16523,Baden-Württemberg,LK Tübingen,A35-A59,W,1,0,1583971200000,0,12-03-2020
16524,Baden-Württemberg,LK Tübingen,A35-A59,W,4,0,1584057600000,0,13-03-2020
16525,Baden-Württemberg,LK Tübingen,A35-A59,W,4,0,1584230400000,0,15-03-2020
16526,Baden-Württemberg,LK Tübingen,A35-A59,W,4,0,1584316800000,0,16-03-2020
16527,Baden-Württemberg,LK Tübingen,A35-A59,W,5,0,1584403200000,0,17-03-2020
16528,Baden-Württemberg,LK Tübingen,A35-A59,W,1,0,1584489600000,0,18-03-2020
16529,Baden-Württemberg,LK Tübingen,A35-A59,W,5,0,1584576000000,0,19-03-2020
16530,Baden-Württemberg,LK Tübingen,A35-A59,W,3,0,1584662400000,0,20-03-2020
16531,Baden-Württemberg,LK Tübingen,A35-A59,W,1,0,1584748800000,0,21-03-2020
16532,Baden-Württemberg,LK Tübingen,A35-A59,W,1,0,1584835200000,0,22-03-2020
16533,Baden-Württemberg,LK Tübingen,A35-A59,W,10,0,1584921600000,0,23-03-2020
16534,Baden-Württemberg,LK Tübingen,A35-A59,W,33,0,1585008000000,0,24-03-2020
16535,Baden-Württemberg,LK Tübingen,A35-A59,W,4,0,1585008000000,1,24-03-2020
16536,Baden-Württemberg,LK Tübingen,A35-A59,W,7,0,1585094400000,1,25-03-2020
16537,Baden-Württemberg,LK Tübingen,A60-A79,M,1,0,1583712000000,0,09-03-2020
16538,Baden-Württemberg,LK Tübingen,A60-A79,M,1,0,1583798400000,0,10-03-2020
16539,Baden-Württemberg,LK Tübingen,A60-A79,M,2,0,1584316800000,0,16-03-2020
16540,Baden-Württemberg,LK Tübingen,A60-A79,M,2,0,1584403200000,0,17-03-2020
16541,Baden-Württemberg,LK Tübingen,A60-A79,M,2,0,1584489600000,0,18-03-2020
16542,Baden-Württemberg,LK Tübingen,A60-A79,M,1,0,1584576000000,0,19-03-2020
16543,Baden-Württemberg,LK Tübingen,A60-A79,M,1,0,1584662400000,0,20-03-2020
16544,Baden-Württemberg,LK Tübingen,A60-A79,M,6,0,1584748800000,0,21-03-2020
16545,Baden-Württemberg,LK Tübingen,A60-A79,M,3,0,1584921600000,0,23-03-2020
16546,Baden-Württemberg,LK Tübingen,A60-A79,M,11,0,1585008000000,0,24-03-2020
16547,Baden-Württemberg,LK Tübingen,A60-A79,M,3,0,1585008000000,1,24-03-2020
16548,Baden-Württemberg,LK Tübingen,A60-A79,M,1,0,1585094400000,1,25-03-2020
16549,Baden-Württemberg,LK Tübingen,A60-A79,W,1,0,1584144000000,0,14-03-2020
16550,Baden-Württemberg,LK Tübingen,A60-A79,W,1,0,1584230400000,0,15-03-2020
16551,Baden-Württemberg,LK Tübingen,A60-A79,W,1,0,1584403200000,0,17-03-2020
16552,Baden-Württemberg,LK Tübingen,A60-A79,W,2,0,1584489600000,0,18-03-2020
16553,Baden-Württemberg,LK Tübingen,A60-A79,W,1,0,1584576000000,0,19-03-2020
16554,Baden-Württemberg,LK Tübingen,A60-A79,W,1,0,1584662400000,0,20-03-2020
16555,Baden-Württemberg,LK Tübingen,A60-A79,W,1,0,1584748800000,0,21-03-2020
16556,Baden-Württemberg,LK Tübingen,A60-A79,W,1,0,1584835200000,0,22-03-2020
16557,Baden-Württemberg,LK Tübingen,A60-A79,W,3,0,1584921600000,0,23-03-2020
16558,Baden-Württemberg,LK Tübingen,A60-A79,W,14,0,1585008000000,0,24-03-2020
16559,Baden-Württemberg,LK Tübingen,A60-A79,W,2,0,1585008000000,1,24-03-2020
16560,Baden-Württemberg,LK Tübingen,A60-A79,W,2,0,1585094400000,1,25-03-2020
16561,Baden-Württemberg,LK Tübingen,A80+,M,1,0,1584316800000,0,16-03-2020
16562,Baden-Württemberg,LK Tübingen,A80+,M,1,0,1584403200000,0,17-03-2020
16563,Baden-Württemberg,LK Tübingen,A80+,M,1,0,1584576000000,0,19-03-2020
16564,Baden-Württemberg,LK Tübingen,A80+,M,2,0,1584748800000,0,21-03-2020
16565,Baden-Württemberg,LK Tübingen,A80+,M,1,0,1584835200000,0,22-03-2020
16566,Baden-Württemberg,LK Tübingen,A80+,M,1,0,1584921600000,0,23-03-2020
16567,Baden-Württemberg,LK Tübingen,A80+,M,1,0,1585008000000,0,24-03-2020
16568,Baden-Württemberg,LK Tübingen,A80+,M,1,0,1585008000000,1,24-03-2020
16569,Baden-Württemberg,LK Tübingen,A80+,W,2,0,1584489600000,0,18-03-2020
16570,Baden-Württemberg,LK Tübingen,A80+,W,1,0,1584576000000,0,19-03-2020
16571,Baden-Württemberg,LK Tübingen,A80+,W,1,0,1584662400000,0,20-03-2020
16572,Baden-Württemberg,LK Tübingen,A80+,W,1,1,1584835200000,0,22-03-2020
16573,Baden-Württemberg,LK Tübingen,A80+,W,4,0,1584921600000,0,23-03-2020
16574,Baden-Württemberg,LK Tübingen,A80+,W,3,0,1585008000000,0,24-03-2020
16575,Baden-Württemberg,LK Tübingen,A80+,W,1,0,1585008000000,1,24-03-2020
16576,Baden-Württemberg,LK Tübingen,A80+,W,2,0,1585094400000,1,25-03-2020
16577,Bayern,LK Landshut,A00-A04,W,2,0,1585180800000,1,26-03-2020
16578,Bayern,LK Landshut,A05-A14,M,1,0,1583712000000,0,09-03-2020
16579,Bayern,LK Landshut,A05-A14,M,1,0,1584748800000,0,21-03-2020
16580,Bayern,LK Landshut,A15-A34,M,2,0,1584403200000,0,17-03-2020
16581,Bayern,LK Landshut,A15-A34,M,2,0,1584489600000,0,18-03-2020
16582,Bayern,LK Landshut,A15-A34,M,1,0,1584748800000,0,21-03-2020
16583,Bayern,LK Landshut,A15-A34,M,1,0,1585008000000,0,24-03-2020
16584,Bayern,LK Landshut,A15-A34,M,1,0,1585180800000,1,26-03-2020
16585,Bayern,LK Landshut,A15-A34,W,1,0,1584403200000,0,17-03-2020
16586,Bayern,LK Landshut,A15-A34,W,2,0,1584489600000,0,18-03-2020
16587,Bayern,LK Landshut,A15-A34,W,4,0,1584576000000,0,19-03-2020
16588,Bayern,LK Landshut,A15-A34,W,5,0,1584835200000,0,22-03-2020
16589,Bayern,LK Landshut,A15-A34,W,2,0,1584921600000,0,23-03-2020
16590,Bayern,LK Landshut,A15-A34,W,3,0,1585008000000,0,24-03-2020
16591,Bayern,LK Landshut,A15-A34,W,2,0,1585094400000,0,25-03-2020
16592,Bayern,LK Landshut,A15-A34,W,6,0,1585180800000,1,26-03-2020
16593,Bayern,LK Landshut,A35-A59,M,1,0,1584230400000,0,15-03-2020
16594,Bayern,LK Landshut,A35-A59,M,6,0,1584403200000,0,17-03-2020
16595,Bayern,LK Landshut,A35-A59,M,3,0,1584489600000,0,18-03-2020
16596,Bayern,LK Landshut,A35-A59,M,6,0,1584576000000,0,19-03-2020
16597,Bayern,LK Landshut,A35-A59,M,1,0,1584662400000,0,20-03-2020
16598,Bayern,LK Landshut,A35-A59,M,5,0,1584748800000,0,21-03-2020
16599,Bayern,LK Landshut,A35-A59,M,4,0,1584835200000,0,22-03-2020
16600,Bayern,LK Landshut,A35-A59,M,1,0,1584921600000,0,23-03-2020
16601,Bayern,LK Landshut,A35-A59,M,3,0,1585008000000,0,24-03-2020
16602,Bayern,LK Landshut,A35-A59,M,1,0,1585094400000,0,25-03-2020
16603,Bayern,LK Landshut,A35-A59,M,4,0,1585180800000,1,26-03-2020
16604,Bayern,LK Landshut,A35-A59,W,1,0,1583971200000,0,12-03-2020
16605,Bayern,LK Landshut,A35-A59,W,1,0,1584230400000,0,15-03-2020
16606,Bayern,LK Landshut,A35-A59,W,2,0,1584403200000,0,17-03-2020
16607,Bayern,LK Landshut,A35-A59,W,5,0,1584489600000,0,18-03-2020
16608,Bayern,LK Landshut,A35-A59,W,4,0,1584576000000,0,19-03-2020
16609,Bayern,LK Landshut,A35-A59,W,3,0,1584662400000,0,20-03-2020
16610,Bayern,LK Landshut,A35-A59,W,6,0,1584748800000,0,21-03-2020
16611,Bayern,LK Landshut,A35-A59,W,4,0,1584835200000,0,22-03-2020
16612,Bayern,LK Landshut,A35-A59,W,6,0,1585008000000,0,24-03-2020
16613,Bayern,LK Landshut,A35-A59,W,2,0,1585094400000,0,25-03-2020
16614,Bayern,LK Landshut,A35-A59,W,10,0,1585180800000,1,26-03-2020
16615,Bayern,LK Landshut,A60-A79,M,1,0,1584144000000,0,14-03-2020
16616,Bayern,LK Landshut,A60-A79,M,2,0,1584489600000,0,18-03-2020
16617,Bayern,LK Landshut,A60-A79,M,4,0,1584576000000,0,19-03-2020
16618,Bayern,LK Landshut,A60-A79,M,2,0,1584662400000,0,20-03-2020
16619,Bayern,LK Landshut,A60-A79,M,6,0,1584748800000,0,21-03-2020
16620,Bayern,LK Landshut,A60-A79,M,2,0,1585008000000,0,24-03-2020
16621,Bayern,LK Landshut,A60-A79,M,3,0,1585094400000,0,25-03-2020
16622,Bayern,LK Landshut,A60-A79,M,11,0,1585180800000,1,26-03-2020
16623,Bayern,LK Landshut,A60-A79,W,1,0,1584489600000,0,18-03-2020
16624,Bayern,LK Landshut,A60-A79,W,1,0,1584576000000,0,19-03-2020
16625,Bayern,LK Landshut,A60-A79,W,2,0,1584662400000,0,20-03-2020
16626,Bayern,LK Landshut,A60-A79,W,4,0,1584748800000,0,21-03-2020
16627,Bayern,LK Landshut,A60-A79,W,2,0,1584835200000,0,22-03-2020
16628,Bayern,LK Landshut,A60-A79,W,1,0,1584921600000,0,23-03-2020
16629,Bayern,LK Landshut,A60-A79,W,3,0,1585008000000,0,24-03-2020
16630,Bayern,LK Landshut,A60-A79,W,3,0,1585094400000,0,25-03-2020
16631,Bayern,LK Landshut,A60-A79,W,8,0,1585180800000,1,26-03-2020
16632,Bayern,LK Landshut,A80+,M,1,0,1584230400000,0,15-03-2020
16633,Bayern,LK Landshut,A80+,M,1,0,1584489600000,0,18-03-2020
16634,Bayern,LK Landshut,A80+,M,1,0,1584576000000,0,19-03-2020
16635,Bayern,LK Landshut,A80+,M,2,0,1585008000000,0,24-03-2020
16636,Bayern,LK Landshut,A80+,M,2,0,1585094400000,0,25-03-2020
16637,Bayern,LK Landshut,A80+,W,1,0,1584144000000,0,14-03-2020
16638,Bayern,LK Landshut,A80+,W,1,0,1584230400000,0,15-03-2020
16639,Bayern,LK Landshut,A80+,W,2,0,1584576000000,0,19-03-2020
16640,Bayern,LK Landshut,A80+,W,3,0,1584662400000,0,20-03-2020
16641,Bayern,LK Landshut,A80+,W,1,0,1584748800000,0,21-03-2020
16642,Bayern,LK Landshut,A80+,W,1,0,1584835200000,0,22-03-2020
16643,Bayern,LK Landshut,A80+,W,1,1,1584921600000,0,23-03-2020
16644,Bayern,LK Landshut,A80+,W,1,0,1585008000000,0,24-03-2020
16645,Bayern,LK Landshut,A80+,W,5,0,1585094400000,0,25-03-2020
16646,Bayern,LK Landshut,A80+,W,4,0,1585180800000,1,26-03-2020
16647,Bayern,LK Landshut,unbekannt,W,1,0,1584403200000,0,17-03-2020
16648,Bayern,LK Landshut,unbekannt,W,1,0,1585180800000,1,26-03-2020
16649,Niedersachsen,LK Wittmund,A15-A34,W,1,0,1583884800000,0,11-03-2020
16650,Niedersachsen,LK Wittmund,A15-A34,W,1,0,1585094400000,0,25-03-2020
16651,Niedersachsen,LK Wittmund,A35-A59,M,1,0,1584057600000,0,13-03-2020
16652,Niedersachsen,LK Wittmund,A35-A59,M,2,0,1584144000000,0,14-03-2020
16653,Niedersachsen,LK Wittmund,A35-A59,M,1,0,1585180800000,1,26-03-2020
16654,Niedersachsen,LK Wittmund,A35-A59,W,1,0,1584921600000,0,23-03-2020
16655,Niedersachsen,LK Wittmund,A60-A79,M,1,0,1584489600000,0,18-03-2020
16656,Niedersachsen,LK Wittmund,A60-A79,M,1,0,1585094400000,1,25-03-2020
16657,Sachsen-Anhalt,LK Wittenberg,A15-A34,M,1,0,1585008000000,0,24-03-2020
16658,Sachsen-Anhalt,LK Wittenberg,A15-A34,M,1,0,1585094400000,0,25-03-2020
16659,Sachsen-Anhalt,LK Wittenberg,A15-A34,W,1,0,1583971200000,0,12-03-2020
16660,Sachsen-Anhalt,LK Wittenberg,A15-A34,W,2,0,1584921600000,0,23-03-2020
16661,Sachsen-Anhalt,LK Wittenberg,A15-A34,W,2,0,1585094400000,0,25-03-2020
16662,Sachsen-Anhalt,LK Wittenberg,A35-A59,M,1,0,1584403200000,0,17-03-2020
16663,Sachsen-Anhalt,LK Wittenberg,A35-A59,M,4,0,1584576000000,0,19-03-2020
16664,Sachsen-Anhalt,LK Wittenberg,A35-A59,M,1,0,1584662400000,0,20-03-2020
16665,Sachsen-Anhalt,LK Wittenberg,A35-A59,M,1,0,1585094400000,0,25-03-2020
16666,Sachsen-Anhalt,LK Wittenberg,A35-A59,W,1,0,1583971200000,0,12-03-2020
16667,Sachsen-Anhalt,LK Wittenberg,A35-A59,W,1,0,1584576000000,0,19-03-2020
16668,Sachsen-Anhalt,LK Wittenberg,A35-A59,W,2,0,1584921600000,0,23-03-2020
16669,Sachsen-Anhalt,LK Wittenberg,A35-A59,W,3,0,1585094400000,0,25-03-2020
16670,Sachsen-Anhalt,LK Wittenberg,A60-A79,M,1,0,1584576000000,0,19-03-2020
16671,Sachsen-Anhalt,LK Wittenberg,A60-A79,M,1,0,1584921600000,0,23-03-2020
16672,Sachsen-Anhalt,LK Wittenberg,A60-A79,M,3,0,1585008000000,0,24-03-2020
16673,Sachsen-Anhalt,LK Wittenberg,A60-A79,W,1,0,1584576000000,0,19-03-2020
16674,Sachsen-Anhalt,LK Wittenberg,A60-A79,W,1,0,1584921600000,0,23-03-2020
16675,Sachsen-Anhalt,LK Wittenberg,A60-A79,W,3,0,1585008000000,0,24-03-2020
16676,Sachsen-Anhalt,LK Wittenberg,A80+,W,1,0,1585094400000,0,25-03-2020
16677,Niedersachsen,SK Wolfsburg,A15-A34,M,1,0,1584576000000,0,19-03-2020
16678,Niedersachsen,SK Wolfsburg,A15-A34,M,1,0,1584748800000,0,21-03-2020
16679,Niedersachsen,SK Wolfsburg,A15-A34,M,2,0,1584835200000,0,22-03-2020
16680,Niedersachsen,SK Wolfsburg,A15-A34,M,1,0,1584921600000,0,23-03-2020
16681,Niedersachsen,SK Wolfsburg,A15-A34,M,1,0,1585008000000,0,24-03-2020
16682,Niedersachsen,SK Wolfsburg,A15-A34,M,1,0,1585094400000,1,25-03-2020
16683,Niedersachsen,SK Wolfsburg,A15-A34,W,1,0,1584057600000,0,13-03-2020
16684,Niedersachsen,SK Wolfsburg,A15-A34,W,1,0,1585008000000,1,24-03-2020
16685,Niedersachsen,SK Wolfsburg,A15-A34,W,1,0,1585094400000,1,25-03-2020
16686,Niedersachsen,SK Wolfsburg,A15-A34,W,1,0,1585180800000,1,26-03-2020
16687,Niedersachsen,SK Wolfsburg,A35-A59,M,1,0,1584403200000,0,17-03-2020
16688,Niedersachsen,SK Wolfsburg,A35-A59,M,1,0,1584489600000,0,18-03-2020
16689,Niedersachsen,SK Wolfsburg,A35-A59,M,1,0,1584748800000,0,21-03-2020
16690,Niedersachsen,SK Wolfsburg,A35-A59,M,1,0,1584835200000,0,22-03-2020
16691,Niedersachsen,SK Wolfsburg,A35-A59,M,1,0,1585008000000,1,24-03-2020
16692,Niedersachsen,SK Wolfsburg,A35-A59,M,1,0,1585094400000,1,25-03-2020
16693,Niedersachsen,SK Wolfsburg,A35-A59,W,1,0,1584576000000,0,19-03-2020
16694,Niedersachsen,SK Wolfsburg,A35-A59,W,1,0,1584662400000,0,20-03-2020
16695,Niedersachsen,SK Wolfsburg,A35-A59,W,3,0,1584835200000,0,22-03-2020
16696,Niedersachsen,SK Wolfsburg,A35-A59,W,1,0,1585008000000,1,24-03-2020
16697,Niedersachsen,SK Wolfsburg,A35-A59,W,2,0,1585094400000,1,25-03-2020
16698,Niedersachsen,SK Wolfsburg,A35-A59,W,1,0,1585180800000,1,26-03-2020
16699,Niedersachsen,SK Wolfsburg,A60-A79,M,1,0,1584057600000,0,13-03-2020
16700,Niedersachsen,SK Wolfsburg,A60-A79,M,2,0,1584662400000,0,20-03-2020
16701,Niedersachsen,SK Wolfsburg,A60-A79,M,1,0,1584748800000,0,21-03-2020
16702,Niedersachsen,SK Wolfsburg,A60-A79,M,1,0,1584835200000,0,22-03-2020
16703,Niedersachsen,SK Wolfsburg,A60-A79,M,1,0,1585094400000,1,25-03-2020
16704,Niedersachsen,SK Wolfsburg,A60-A79,M,1,0,1585180800000,1,26-03-2020
16705,Niedersachsen,SK Wolfsburg,A60-A79,W,1,1,1584489600000,0,18-03-2020
16706,Niedersachsen,SK Wolfsburg,A60-A79,W,1,0,1584662400000,0,20-03-2020
16707,Niedersachsen,SK Wolfsburg,A60-A79,W,1,0,1584835200000,0,22-03-2020
16708,Niedersachsen,SK Wolfsburg,A60-A79,W,1,0,1585008000000,1,24-03-2020
16709,Niedersachsen,SK Wolfsburg,A60-A79,W,2,0,1585094400000,1,25-03-2020
16710,Niedersachsen,SK Wolfsburg,A80+,M,2,0,1584489600000,0,18-03-2020
16711,Niedersachsen,SK Wolfsburg,A80+,M,1,0,1584748800000,0,21-03-2020
16712,Niedersachsen,SK Wolfsburg,A80+,M,2,0,1585094400000,1,25-03-2020
16713,Niedersachsen,SK Wolfsburg,A80+,W,1,0,1584057600000,0,13-03-2020
16714,Niedersachsen,SK Wolfsburg,A80+,W,1,0,1584662400000,0,20-03-2020
16715,Niedersachsen,SK Wolfsburg,A80+,W,1,1,1584921600000,0,23-03-2020
16716,Niedersachsen,SK Wolfsburg,A80+,W,2,0,1585094400000,1,25-03-2020
16717,Bayern,LK Lindau,A00-A04,M,1,0,1585180800000,1,26-03-2020
16718,Bayern,LK Lindau,A05-A14,M,1,0,1584748800000,0,21-03-2020
16719,Bayern,LK Lindau,A05-A14,W,1,0,1583971200000,0,12-03-2020
16720,Bayern,LK Lindau,A15-A34,M,1,0,1584057600000,0,13-03-2020
16721,Bayern,LK Lindau,A15-A34,M,2,0,1584403200000,0,17-03-2020
16722,Bayern,LK Lindau,A15-A34,M,2,0,1584576000000,0,19-03-2020
16723,Bayern,LK Lindau,A15-A34,M,4,0,1585008000000,0,24-03-2020
16724,Bayern,LK Lindau,A15-A34,M,1,0,1585094400000,1,25-03-2020
16725,Bayern,LK Lindau,A15-A34,W,2,0,1583712000000,0,09-03-2020
16726,Bayern,LK Lindau,A15-A34,W,1,0,1583798400000,0,10-03-2020
16727,Bayern,LK Lindau,A15-A34,W,1,0,1584057600000,0,13-03-2020
16728,Bayern,LK Lindau,A15-A34,W,1,0,1584230400000,0,15-03-2020
16729,Bayern,LK Lindau,A15-A34,W,1,0,1584576000000,0,19-03-2020
16730,Bayern,LK Lindau,A15-A34,W,2,0,1584748800000,0,21-03-2020
16731,Bayern,LK Lindau,A15-A34,W,1,0,1584921600000,0,23-03-2020
16732,Bayern,LK Lindau,A15-A34,W,1,0,1585008000000,0,24-03-2020
16733,Bayern,LK Lindau,A15-A34,W,5,0,1585094400000,1,25-03-2020
16734,Bayern,LK Lindau,A15-A34,W,1,0,1585180800000,1,26-03-2020
16735,Bayern,LK Lindau,A35-A59,M,2,0,1583712000000,0,09-03-2020
16736,Bayern,LK Lindau,A35-A59,M,1,0,1584057600000,0,13-03-2020
16737,Bayern,LK Lindau,A35-A59,M,2,0,1584230400000,0,15-03-2020
16738,Bayern,LK Lindau,A35-A59,M,1,0,1584489600000,0,18-03-2020
16739,Bayern,LK Lindau,A35-A59,M,4,0,1584576000000,0,19-03-2020
16740,Bayern,LK Lindau,A35-A59,M,4,0,1584748800000,0,21-03-2020
16741,Bayern,LK Lindau,A35-A59,M,1,0,1584921600000,0,23-03-2020
16742,Bayern,LK Lindau,A35-A59,M,2,0,1585008000000,0,24-03-2020
16743,Bayern,LK Lindau,A35-A59,M,3,0,1585094400000,1,25-03-2020
16744,Bayern,LK Lindau,A35-A59,M,4,0,1585180800000,1,26-03-2020
16745,Bayern,LK Lindau,A35-A59,W,1,0,1583712000000,0,09-03-2020
16746,Bayern,LK Lindau,A35-A59,W,1,0,1584230400000,0,15-03-2020
16747,Bayern,LK Lindau,A35-A59,W,1,0,1584489600000,0,18-03-2020
16748,Bayern,LK Lindau,A35-A59,W,4,0,1584576000000,0,19-03-2020
16749,Bayern,LK Lindau,A35-A59,W,2,0,1584662400000,0,20-03-2020
16750,Bayern,LK Lindau,A35-A59,W,4,0,1584748800000,0,21-03-2020
16751,Bayern,LK Lindau,A35-A59,W,1,0,1584835200000,0,22-03-2020
16752,Bayern,LK Lindau,A35-A59,W,3,0,1585008000000,0,24-03-2020
16753,Bayern,LK Lindau,A35-A59,W,2,0,1585094400000,1,25-03-2020
16754,Bayern,LK Lindau,A35-A59,W,4,0,1585180800000,1,26-03-2020
16755,Bayern,LK Lindau,A60-A79,M,1,0,1583971200000,0,12-03-2020
16756,Bayern,LK Lindau,A60-A79,M,1,0,1584057600000,0,13-03-2020
16757,Bayern,LK Lindau,A60-A79,M,2,0,1584230400000,0,15-03-2020
16758,Bayern,LK Lindau,A60-A79,M,1,0,1584576000000,0,19-03-2020
16759,Bayern,LK Lindau,A60-A79,M,1,0,1584835200000,0,22-03-2020
16760,Bayern,LK Lindau,A60-A79,M,2,0,1585008000000,0,24-03-2020
16761,Bayern,LK Lindau,A60-A79,M,1,0,1585094400000,1,25-03-2020
16762,Bayern,LK Lindau,A60-A79,M,1,0,1585180800000,1,26-03-2020
16763,Bayern,LK Lindau,A60-A79,W,1,0,1584230400000,0,15-03-2020
16764,Bayern,LK Lindau,A60-A79,W,1,0,1585008000000,0,24-03-2020
16765,Bayern,LK Lindau,A60-A79,W,1,0,1585094400000,1,25-03-2020
16766,Bayern,LK Lindau,A60-A79,W,1,0,1585180800000,1,26-03-2020
16767,Bayern,LK Lindau,A80+,M,1,1,1585008000000,0,24-03-2020
16768,Bayern,LK Lindau,A80+,M,2,0,1585180800000,1,26-03-2020
16769,Thüringen,LK Sonneberg,A15-A34,M,1,0,1584662400000,0,20-03-2020
16770,Thüringen,LK Sonneberg,A15-A34,M,1,0,1585094400000,1,25-03-2020
16771,Thüringen,LK Sonneberg,A15-A34,W,2,0,1585180800000,1,26-03-2020
16772,Thüringen,LK Sonneberg,A35-A59,M,2,0,1584662400000,0,20-03-2020
16773,Thüringen,LK Sonneberg,A35-A59,M,1,0,1585008000000,0,24-03-2020
16774,Thüringen,LK Sonneberg,A35-A59,W,2,0,1584662400000,0,20-03-2020
16775,Thüringen,LK Sonneberg,A35-A59,W,2,0,1585008000000,0,24-03-2020
16776,Thüringen,LK Sonneberg,A35-A59,W,1,0,1585094400000,1,25-03-2020
16777,Thüringen,LK Sonneberg,A60-A79,M,1,0,1584835200000,0,22-03-2020
16778,Brandenburg,LK Barnim,A05-A14,W,1,0,1585008000000,0,24-03-2020
16779,Brandenburg,LK Barnim,A15-A34,M,1,0,1584921600000,0,23-03-2020
16780,Brandenburg,LK Barnim,A15-A34,M,1,0,1585008000000,0,24-03-2020
16781,Brandenburg,LK Barnim,A15-A34,W,2,0,1584230400000,0,15-03-2020
16782,Brandenburg,LK Barnim,A15-A34,W,1,0,1584403200000,0,17-03-2020
16783,Brandenburg,LK Barnim,A15-A34,W,3,0,1584662400000,0,20-03-2020
16784,Brandenburg,LK Barnim,A15-A34,W,1,0,1585008000000,0,24-03-2020
16785,Brandenburg,LK Barnim,A35-A59,M,1,0,1583798400000,0,10-03-2020
16786,Brandenburg,LK Barnim,A35-A59,M,1,0,1583884800000,0,11-03-2020
16787,Brandenburg,LK Barnim,A35-A59,M,1,0,1583971200000,0,12-03-2020
16788,Brandenburg,LK Barnim,A35-A59,M,1,0,1584057600000,0,13-03-2020
16789,Brandenburg,LK Barnim,A35-A59,M,1,0,1584230400000,0,15-03-2020
16790,Brandenburg,LK Barnim,A35-A59,M,1,0,1584316800000,0,16-03-2020
16791,Brandenburg,LK Barnim,A35-A59,M,2,0,1584403200000,0,17-03-2020
16792,Brandenburg,LK Barnim,A35-A59,M,3,0,1584576000000,0,19-03-2020
16793,Brandenburg,LK Barnim,A35-A59,M,1,0,1584662400000,0,20-03-2020
