Bundesland,Landkreis,Altersgruppe,Geschlecht,AnzahlFall,AnzahlTodesfall,Meldedatum,NeuerFall,date
Rheinland-Pfalz,SK Worms,A60-A79,W,2,0,1584835200000,0,2020-03-22
Rheinland-Pfalz,SK Worms,A80+,M,1,0,1585180800000,1,2020-03-26
Rheinland-Pfalz,LK Bitburg-Prüm,A05-A14,W,1,0,1584576000000,0,2020-03-19
Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,M,1,0,1584144000000,0,2020-03-14
Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,M,1,0,1584230400000,0,2020-03-15
Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,M,2,0,1584316800000,0,2020-03-16
Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,M,2,0,1584662400000,0,2020-03-20
Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,M,1,0,1584748800000,0,2020-03-21
Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,W,1,0,1584316800000,0,2020-03-16
Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,W,1,0,1584403200000,0,2020-03-17
Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,W,1,0,1584662400000,0,2020-03-20
Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,W,1,0,1584748800000,0,2020-03-21
Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,W,1,0,1585008000000,0,2020-03-24
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,1,0,1583971200000,0,2020-03-12
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,2,0,1584057600000,0,2020-03-13
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,5,0,1584144000000,0,2020-03-14
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,1,0,1584230400000,0,2020-03-15
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,1,0,1584403200000,0,2020-03-17
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,2,0,1584489600000,0,2020-03-18
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,1,0,1584576000000,0,2020-03-19
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,1,0,1584662400000,0,2020-03-20
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,2,0,1584748800000,0,2020-03-21
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,1,0,1584835200000,0,2020-03-22
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,2,0,1585008000000,0,2020-03-24
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,W,2,0,1583971200000,0,2020-03-12
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,W,2,0,1584316800000,0,2020-03-16
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,W,4,0,1584489600000,0,2020-03-18
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,W,3,0,1584662400000,0,2020-03-20
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,W,1,0,1584835200000,0,2020-03-22
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,W,2,0,1584921600000,0,2020-03-23
Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,W,1,0,1585008000000,0,2020-03-24
Rheinland-Pfalz,LK Bitburg-Prüm,A60-A79,M,1,0,1583539200000,0,2020-03-07
Rheinland-Pfalz,LK Bitburg-Prüm,A60-A79,M,1,0,1584230400000,0,2020-03-15
Rheinland-Pfalz,LK Bitburg-Prüm,A60-A79,W,1,0,1584489600000,0,2020-03-18
Rheinland-Pfalz,LK Bitburg-Prüm,A60-A79,W,1,0,1584748800000,0,2020-03-21
Rheinland-Pfalz,LK Bitburg-Prüm,A60-A79,W,3,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,LK Wesel,A00-A04,W,1,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,LK Wesel,A15-A34,M,3,0,1584316800000,0,2020-03-16
Nordrhein-Westfalen,LK Wesel,A15-A34,M,2,0,1584403200000,0,2020-03-17
Nordrhein-Westfalen,LK Wesel,A15-A34,M,5,0,1584489600000,0,2020-03-18
Nordrhein-Westfalen,LK Wesel,A15-A34,M,1,0,1584576000000,0,2020-03-19
Nordrhein-Westfalen,LK Wesel,A15-A34,M,2,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,LK Wesel,A15-A34,M,2,0,1584748800000,0,2020-03-21
Nordrhein-Westfalen,LK Wesel,A15-A34,M,1,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1582848000000,0,2020-02-28
Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1584144000000,0,2020-03-14
Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1584316800000,0,2020-03-16
Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1584403200000,0,2020-03-17
Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1584489600000,0,2020-03-18
Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1584576000000,0,2020-03-19
Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1584921600000,0,2020-03-23
Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,LK Wesel,A15-A34,W,2,0,1585094400000,0,2020-03-25
Nordrhein-Westfalen,LK Wesel,A35-A59,M,1,0,1583712000000,0,2020-03-09
Nordrhein-Westfalen,LK Wesel,A35-A59,M,3,0,1583798400000,0,2020-03-10
Nordrhein-Westfalen,LK Wesel,A35-A59,M,1,0,1583884800000,0,2020-03-11
Nordrhein-Westfalen,LK Wesel,A35-A59,M,3,0,1583971200000,0,2020-03-12
Nordrhein-Westfalen,LK Wesel,A35-A59,M,5,0,1584057600000,0,2020-03-13
Nordrhein-Westfalen,LK Wesel,A35-A59,M,3,0,1584144000000,0,2020-03-14
Nordrhein-Westfalen,LK Wesel,A35-A59,M,4,0,1584316800000,0,2020-03-16
Nordrhein-Westfalen,LK Wesel,A35-A59,M,10,0,1584403200000,0,2020-03-17
Nordrhein-Westfalen,LK Wesel,A35-A59,M,4,0,1584489600000,0,2020-03-18
Nordrhein-Westfalen,LK Wesel,A35-A59,M,9,0,1584576000000,0,2020-03-19
Nordrhein-Westfalen,LK Wesel,A35-A59,M,3,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,LK Wesel,A35-A59,M,7,0,1584921600000,0,2020-03-23
Nordrhein-Westfalen,LK Wesel,A35-A59,M,1,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,LK Wesel,A35-A59,M,1,0,1585094400000,0,2020-03-25
Nordrhein-Westfalen,LK Wesel,A35-A59,W,1,0,1583798400000,0,2020-03-10
Nordrhein-Westfalen,LK Wesel,A35-A59,W,1,0,1583884800000,0,2020-03-11
Nordrhein-Westfalen,LK Wesel,A35-A59,W,3,0,1583971200000,0,2020-03-12
Nordrhein-Westfalen,LK Wesel,A35-A59,W,2,0,1584057600000,0,2020-03-13
Nordrhein-Westfalen,LK Wesel,A35-A59,W,2,0,1584144000000,0,2020-03-14
Nordrhein-Westfalen,LK Wesel,A35-A59,W,9,0,1584316800000,0,2020-03-16
Nordrhein-Westfalen,LK Wesel,A35-A59,W,7,0,1584403200000,0,2020-03-17
Nordrhein-Westfalen,LK Wesel,A35-A59,W,1,0,1584489600000,0,2020-03-18
Nordrhein-Westfalen,LK Wesel,A35-A59,W,8,0,1584576000000,0,2020-03-19
Nordrhein-Westfalen,LK Wesel,A35-A59,W,6,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,LK Wesel,A35-A59,W,3,0,1584921600000,0,2020-03-23
Nordrhein-Westfalen,LK Wesel,A35-A59,W,1,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,LK Wesel,A35-A59,W,1,0,1585094400000,0,2020-03-25
Nordrhein-Westfalen,LK Wesel,A60-A79,M,1,0,1583884800000,0,2020-03-11
Nordrhein-Westfalen,LK Wesel,A60-A79,M,1,0,1584144000000,0,2020-03-14
Nordrhein-Westfalen,LK Wesel,A60-A79,M,1,0,1584316800000,0,2020-03-16
Nordrhein-Westfalen,LK Wesel,A60-A79,M,2,0,1584403200000,0,2020-03-17
Nordrhein-Westfalen,LK Wesel,A60-A79,M,1,0,1584489600000,0,2020-03-18
Nordrhein-Westfalen,LK Wesel,A60-A79,M,1,1,1584489600000,0,2020-03-18
Nordrhein-Westfalen,LK Wesel,A60-A79,M,1,0,1584576000000,0,2020-03-19
Nordrhein-Westfalen,LK Wesel,A60-A79,M,2,0,1584748800000,0,2020-03-21
Nordrhein-Westfalen,LK Wesel,A60-A79,M,1,0,1584921600000,0,2020-03-23
Nordrhein-Westfalen,LK Wesel,A60-A79,M,2,0,1585094400000,0,2020-03-25
Nordrhein-Westfalen,LK Wesel,A60-A79,W,1,0,1583971200000,0,2020-03-12
Nordrhein-Westfalen,LK Wesel,A60-A79,W,1,0,1584057600000,0,2020-03-13
Nordrhein-Westfalen,LK Wesel,A60-A79,W,2,0,1584144000000,0,2020-03-14
Nordrhein-Westfalen,LK Wesel,A60-A79,W,2,0,1584316800000,0,2020-03-16
Nordrhein-Westfalen,LK Wesel,A60-A79,W,2,0,1584489600000,0,2020-03-18
Nordrhein-Westfalen,LK Wesel,A60-A79,W,3,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,LK Wesel,A60-A79,W,1,0,1584748800000,0,2020-03-21
Nordrhein-Westfalen,LK Wesel,A60-A79,W,3,0,1584921600000,0,2020-03-23
Nordrhein-Westfalen,LK Wesel,A60-A79,W,1,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,LK Wesel,A80+,M,1,1,1584921600000,0,2020-03-23
Nordrhein-Westfalen,LK Wesel,A80+,W,1,0,1584403200000,0,2020-03-17
Nordrhein-Westfalen,LK Wesel,A80+,W,1,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,LK Wesel,A80+,W,1,0,1585094400000,0,2020-03-25
Hessen,SK Darmstadt,A15-A34,M,3,0,1584489600000,0,2020-03-18
Hessen,SK Darmstadt,A15-A34,M,2,0,1584576000000,0,2020-03-19
Hessen,SK Darmstadt,A15-A34,M,3,0,1584662400000,0,2020-03-20
Hessen,SK Darmstadt,A15-A34,M,1,0,1584748800000,0,2020-03-21
Hessen,SK Darmstadt,A15-A34,M,1,0,1585008000000,0,2020-03-24
Hessen,SK Darmstadt,A15-A34,M,2,0,1585094400000,0,2020-03-25
Hessen,SK Darmstadt,A15-A34,M,2,0,1585180800000,1,2020-03-26
Hessen,SK Darmstadt,A15-A34,W,3,0,1584316800000,0,2020-03-16
Hessen,SK Darmstadt,A15-A34,W,1,0,1584403200000,0,2020-03-17
Hessen,SK Darmstadt,A15-A34,W,1,0,1584662400000,0,2020-03-20
Hessen,SK Darmstadt,A15-A34,W,1,0,1584748800000,0,2020-03-21
Hessen,SK Darmstadt,A15-A34,W,2,0,1585094400000,0,2020-03-25
Hessen,SK Darmstadt,A15-A34,W,1,0,1585180800000,1,2020-03-26
Hessen,SK Darmstadt,A35-A59,M,1,0,1584057600000,0,2020-03-13
Hessen,SK Darmstadt,A35-A59,M,2,0,1584316800000,0,2020-03-16
Hessen,SK Darmstadt,A35-A59,M,3,0,1584489600000,0,2020-03-18
Hessen,SK Darmstadt,A35-A59,M,2,0,1584662400000,0,2020-03-20
Hessen,SK Darmstadt,A35-A59,M,1,0,1585008000000,0,2020-03-24
Hessen,SK Darmstadt,A35-A59,M,3,0,1585180800000,1,2020-03-26
Hessen,SK Darmstadt,A35-A59,W,1,0,1584057600000,0,2020-03-13
Hessen,SK Darmstadt,A35-A59,W,2,0,1584748800000,0,2020-03-21
Hessen,SK Darmstadt,A35-A59,W,1,0,1585008000000,0,2020-03-24
Hessen,SK Darmstadt,A35-A59,W,2,0,1585180800000,1,2020-03-26
Hessen,SK Darmstadt,A60-A79,M,1,0,1584316800000,0,2020-03-16
Hessen,SK Darmstadt,A60-A79,M,4,0,1585094400000,0,2020-03-25
Hessen,SK Darmstadt,A60-A79,M,1,0,1585180800000,1,2020-03-26
Hessen,SK Darmstadt,A60-A79,W,1,0,1585180800000,1,2020-03-26
Sachsen,LK Mittelsachsen,A15-A34,M,1,0,1584489600000,0,2020-03-18
Sachsen,LK Mittelsachsen,A15-A34,M,2,0,1584576000000,0,2020-03-19
Sachsen,LK Mittelsachsen,A15-A34,M,1,0,1585008000000,0,2020-03-24
Sachsen,LK Mittelsachsen,A15-A34,M,1,0,1585094400000,1,2020-03-25
Sachsen,LK Mittelsachsen,A15-A34,W,1,0,1584057600000,0,2020-03-13
Sachsen,LK Mittelsachsen,A15-A34,W,1,0,1584144000000,0,2020-03-14
Sachsen,LK Mittelsachsen,A15-A34,W,1,0,1584489600000,0,2020-03-18
Sachsen,LK Mittelsachsen,A15-A34,W,1,0,1584576000000,0,2020-03-19
Sachsen,LK Mittelsachsen,A15-A34,W,1,0,1584748800000,0,2020-03-21
Sachsen,LK Mittelsachsen,A15-A34,W,1,0,1585008000000,0,2020-03-24
Sachsen,LK Mittelsachsen,A35-A59,M,2,0,1584316800000,0,2020-03-16
Sachsen,LK Mittelsachsen,A35-A59,M,2,0,1584403200000,0,2020-03-17
Sachsen,LK Mittelsachsen,A35-A59,M,2,0,1584489600000,0,2020-03-18
Sachsen,LK Mittelsachsen,A35-A59,M,1,0,1584576000000,0,2020-03-19
Sachsen,LK Mittelsachsen,A35-A59,M,1,0,1584662400000,0,2020-03-20
Sachsen,LK Mittelsachsen,A35-A59,M,2,0,1584748800000,0,2020-03-21
Sachsen,LK Mittelsachsen,A35-A59,M,4,0,1585008000000,0,2020-03-24
Sachsen,LK Mittelsachsen,A35-A59,M,1,0,1585094400000,0,2020-03-25
Sachsen,LK Mittelsachsen,A35-A59,M,2,0,1585094400000,1,2020-03-25
Sachsen,LK Mittelsachsen,A35-A59,W,2,0,1584057600000,0,2020-03-13
Sachsen,LK Mittelsachsen,A35-A59,W,1,0,1584316800000,0,2020-03-16
Sachsen,LK Mittelsachsen,A35-A59,W,1,0,1584403200000,0,2020-03-17
Sachsen,LK Mittelsachsen,A35-A59,W,1,0,1584489600000,0,2020-03-18
Sachsen,LK Mittelsachsen,A35-A59,W,3,0,1584576000000,0,2020-03-19
Sachsen,LK Mittelsachsen,A35-A59,W,2,0,1584662400000,0,2020-03-20
Sachsen,LK Mittelsachsen,A35-A59,W,1,0,1584748800000,0,2020-03-21
Sachsen,LK Mittelsachsen,A35-A59,W,1,0,1584921600000,0,2020-03-23
Sachsen,LK Mittelsachsen,A35-A59,W,3,0,1585008000000,0,2020-03-24
Sachsen,LK Mittelsachsen,A60-A79,M,1,0,1584057600000,0,2020-03-13
Sachsen,LK Mittelsachsen,A60-A79,M,1,0,1584662400000,0,2020-03-20
Sachsen,LK Mittelsachsen,A60-A79,M,1,0,1584748800000,0,2020-03-21
Sachsen,LK Mittelsachsen,A60-A79,M,1,0,1585094400000,1,2020-03-25
Sachsen,LK Mittelsachsen,A60-A79,M,2,0,1585180800000,1,2020-03-26
Sachsen,LK Mittelsachsen,A60-A79,W,1,0,1584576000000,0,2020-03-19
Sachsen,LK Mittelsachsen,A60-A79,W,1,0,1584662400000,0,2020-03-20
Sachsen,LK Mittelsachsen,A60-A79,W,1,0,1584921600000,0,2020-03-23
Sachsen,LK Mittelsachsen,A60-A79,W,1,0,1585008000000,0,2020-03-24
Sachsen,LK Mittelsachsen,A60-A79,W,1,0,1585180800000,1,2020-03-26
Sachsen,LK Mittelsachsen,A80+,M,1,0,1584835200000,0,2020-03-22
Sachsen,LK Mittelsachsen,A80+,M,1,0,1585008000000,1,2020-03-24
Sachsen,LK Mittelsachsen,A80+,W,1,0,1584662400000,0,2020-03-20
Sachsen,LK Mittelsachsen,A80+,W,1,0,1584921600000,0,2020-03-23
Sachsen,LK Mittelsachsen,A80+,W,1,0,1585094400000,1,2020-03-25
Schleswig-Holstein,LK Pinneberg,A05-A14,M,1,0,1584316800000,0,2020-03-16
Schleswig-Holstein,LK Pinneberg,A05-A14,W,1,0,1584057600000,0,2020-03-13
Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1584144000000,0,2020-03-14
Schleswig-Holstein,LK Pinneberg,A15-A34,M,3,0,1584403200000,0,2020-03-17
Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1584489600000,0,2020-03-18
Schleswig-Holstein,LK Pinneberg,A15-A34,M,2,0,1584576000000,0,2020-03-19
Schleswig-Holstein,LK Pinneberg,A15-A34,M,2,0,1584662400000,0,2020-03-20
Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1584748800000,0,2020-03-21
Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1584835200000,0,2020-03-22
Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1584835200000,1,2020-03-22
Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1584921600000,0,2020-03-23
Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1585008000000,0,2020-03-24
Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1585008000000,1,2020-03-24
Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1585094400000,0,2020-03-25
Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1585180800000,1,2020-03-26
Schleswig-Holstein,LK Pinneberg,A15-A34,W,1,0,1583712000000,0,2020-03-09
Schleswig-Holstein,LK Pinneberg,A15-A34,W,1,0,1583971200000,0,2020-03-12
Schleswig-Holstein,LK Pinneberg,A15-A34,W,1,0,1584144000000,0,2020-03-14
Schleswig-Holstein,LK Pinneberg,A15-A34,W,1,0,1584403200000,0,2020-03-17
Schleswig-Holstein,LK Pinneberg,A15-A34,W,2,0,1584576000000,0,2020-03-19
Schleswig-Holstein,LK Pinneberg,A15-A34,W,1,0,1584662400000,0,2020-03-20
Schleswig-Holstein,LK Pinneberg,A15-A34,W,1,0,1584748800000,0,2020-03-21
Schleswig-Holstein,LK Pinneberg,A15-A34,W,3,0,1584835200000,0,2020-03-22
Schleswig-Holstein,LK Pinneberg,A15-A34,W,1,0,1584921600000,0,2020-03-23
Schleswig-Holstein,LK Pinneberg,A15-A34,W,3,0,1585008000000,0,2020-03-24
Schleswig-Holstein,LK Pinneberg,A15-A34,W,2,0,1585094400000,1,2020-03-25
Schleswig-Holstein,LK Pinneberg,A15-A34,W,1,0,1585180800000,1,2020-03-26
Schleswig-Holstein,LK Pinneberg,A35-A59,M,1,0,1583193600000,0,2020-03-03
Schleswig-Holstein,LK Pinneberg,A35-A59,M,1,0,1583884800000,0,2020-03-11
Schleswig-Holstein,LK Pinneberg,A35-A59,M,1,0,1583971200000,0,2020-03-12
Schleswig-Holstein,LK Pinneberg,A35-A59,M,3,0,1584057600000,0,2020-03-13
Schleswig-Holstein,LK Pinneberg,A35-A59,M,3,0,1584144000000,0,2020-03-14
Schleswig-Holstein,LK Pinneberg,A35-A59,M,1,0,1584230400000,0,2020-03-15
Schleswig-Holstein,LK Pinneberg,A35-A59,M,1,0,1584316800000,0,2020-03-16
Schleswig-Holstein,LK Pinneberg,A35-A59,M,4,0,1584403200000,0,2020-03-17
Schleswig-Holstein,LK Pinneberg,A35-A59,M,2,0,1584489600000,0,2020-03-18
Schleswig-Holstein,LK Pinneberg,A35-A59,M,4,0,1584576000000,0,2020-03-19
Schleswig-Holstein,LK Pinneberg,A35-A59,M,5,0,1584662400000,0,2020-03-20
Schleswig-Holstein,LK Pinneberg,A35-A59,M,2,0,1584748800000,0,2020-03-21
Schleswig-Holstein,LK Pinneberg,A35-A59,M,2,0,1584835200000,0,2020-03-22
Schleswig-Holstein,LK Pinneberg,A35-A59,M,3,0,1584921600000,0,2020-03-23
Schleswig-Holstein,LK Pinneberg,A35-A59,M,3,0,1585008000000,0,2020-03-24
Schleswig-Holstein,LK Pinneberg,A35-A59,M,1,0,1585008000000,1,2020-03-24
Schleswig-Holstein,LK Pinneberg,A35-A59,M,3,0,1585094400000,1,2020-03-25
Schleswig-Holstein,LK Pinneberg,A35-A59,M,3,0,1585180800000,1,2020-03-26
Schleswig-Holstein,LK Pinneberg,A35-A59,unbekannt,1,0,1585008000000,0,2020-03-24
Schleswig-Holstein,LK Pinneberg,A35-A59,W,5,0,1584057600000,0,2020-03-13
Schleswig-Holstein,LK Pinneberg,A35-A59,W,2,0,1584144000000,0,2020-03-14
Schleswig-Holstein,LK Pinneberg,A35-A59,W,2,0,1584230400000,0,2020-03-15
Schleswig-Holstein,LK Pinneberg,A35-A59,W,3,0,1584316800000,0,2020-03-16
Schleswig-Holstein,LK Pinneberg,A35-A59,W,4,0,1584403200000,0,2020-03-17
Schleswig-Holstein,LK Pinneberg,A35-A59,W,2,0,1584489600000,0,2020-03-18
Schleswig-Holstein,LK Pinneberg,A35-A59,W,4,0,1584662400000,0,2020-03-20
Schleswig-Holstein,LK Pinneberg,A35-A59,W,3,0,1584748800000,0,2020-03-21
Schleswig-Holstein,LK Pinneberg,A35-A59,W,7,0,1585008000000,0,2020-03-24
Schleswig-Holstein,LK Pinneberg,A35-A59,W,1,0,1585008000000,1,2020-03-24
Schleswig-Holstein,LK Pinneberg,A35-A59,W,2,0,1585094400000,1,2020-03-25
Schleswig-Holstein,LK Pinneberg,A60-A79,M,2,0,1583884800000,0,2020-03-11
Schleswig-Holstein,LK Pinneberg,A60-A79,M,2,0,1584662400000,0,2020-03-20
Schleswig-Holstein,LK Pinneberg,A60-A79,M,3,0,1585008000000,0,2020-03-24
Schleswig-Holstein,LK Pinneberg,A60-A79,M,1,0,1585008000000,1,2020-03-24
Schleswig-Holstein,LK Pinneberg,A60-A79,M,1,0,1585094400000,1,2020-03-25
Schleswig-Holstein,LK Pinneberg,A60-A79,M,1,0,1585180800000,1,2020-03-26
Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1583452800000,0,2020-03-06
Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1583798400000,0,2020-03-10
Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1583884800000,0,2020-03-11
Schleswig-Holstein,LK Pinneberg,A60-A79,W,2,0,1584403200000,0,2020-03-17
Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1584489600000,0,2020-03-18
Schleswig-Holstein,LK Pinneberg,A60-A79,W,2,0,1584835200000,0,2020-03-22
Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1584921600000,0,2020-03-23
Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1584921600000,1,2020-03-23
Schleswig-Holstein,LK Pinneberg,A60-A79,W,2,0,1585008000000,0,2020-03-24
Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1585008000000,1,2020-03-24
Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1585094400000,0,2020-03-25
Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1585180800000,1,2020-03-26
Schleswig-Holstein,LK Pinneberg,A80+,M,1,0,1584748800000,0,2020-03-21
Schleswig-Holstein,LK Pinneberg,A80+,M,1,0,1584835200000,0,2020-03-22
Schleswig-Holstein,LK Pinneberg,A80+,M,1,0,1584921600000,0,2020-03-23
Schleswig-Holstein,LK Pinneberg,A80+,M,2,0,1585008000000,0,2020-03-24
Schleswig-Holstein,LK Pinneberg,A80+,M,1,0,1585008000000,1,2020-03-24
Schleswig-Holstein,LK Pinneberg,A80+,W,2,0,1585094400000,1,2020-03-25
Schleswig-Holstein,LK Pinneberg,A80+,W,1,0,1585180800000,1,2020-03-26
Schleswig-Holstein,LK Pinneberg,unbekannt,M,1,0,1585008000000,0,2020-03-24
Baden-Württemberg,LK Ravensburg,A00-A04,M,2,0,1585008000000,0,2020-03-24
Baden-Württemberg,LK Ravensburg,A00-A04,W,1,0,1584921600000,0,2020-03-23
Baden-Württemberg,LK Ravensburg,A05-A14,M,1,0,1584403200000,0,2020-03-17
Baden-Württemberg,LK Ravensburg,A05-A14,M,1,0,1584576000000,0,2020-03-19
Baden-Württemberg,LK Ravensburg,A05-A14,M,1,0,1585094400000,0,2020-03-25
Baden-Württemberg,LK Ravensburg,A05-A14,W,1,0,1584057600000,0,2020-03-13
Baden-Württemberg,LK Ravensburg,A05-A14,W,1,0,1584144000000,0,2020-03-14
Baden-Württemberg,LK Ravensburg,A05-A14,W,1,0,1584230400000,0,2020-03-15
Baden-Württemberg,LK Ravensburg,A05-A14,W,1,0,1584316800000,0,2020-03-16
Baden-Württemberg,LK Ravensburg,A05-A14,W,2,0,1585008000000,0,2020-03-24
Baden-Württemberg,LK Ravensburg,A15-A34,M,1,0,1582416000000,0,2020-02-23
Baden-Württemberg,LK Ravensburg,A15-A34,M,1,0,1583712000000,0,2020-03-09
Baden-Württemberg,LK Ravensburg,A15-A34,M,1,0,1583884800000,0,2020-03-11
Baden-Württemberg,LK Ravensburg,A15-A34,M,1,0,1583971200000,0,2020-03-12
Baden-Württemberg,LK Ravensburg,A15-A34,M,3,0,1584057600000,0,2020-03-13
Baden-Württemberg,LK Ravensburg,A15-A34,M,2,0,1584144000000,0,2020-03-14
